bulan, titik_lokasi , kecamatan , wilayah , panjang/luas ,satuan_panjang/luas,tanggal,volume_sampah_perhari(m3)
6,Kali / Sungai Sentiong - Ruas Dewi Sri,Johar Baru,Jakarta Pusat,464,m,1,3
6,Kali / Sungai Sentiong - Ruas Abapon,Johar Baru,Jakarta Pusat,464,m,1,4
6,Kali / Sungai Sentiong - JL Tanah Tinggi,Johar Baru,Jakarta Pusat,464,m,1,4
6,Kali / Sungai Sentiong Jl.Galur - Pombensin,Johar Baru,Jakarta Pusat,606,m,1,4
6,Kali / Sungai Sentiong - Jl. Timah,Johar Baru,Jakarta Pusat,310,m,1,5
6,PHB Kawi Kawi Bawah,Johar Baru,Jakarta Pusat,620,m,1,1
6,PHB Kayu Awet,Johar Baru,Jakarta Pusat,300,m,1,12
6,PHB Pulo Gundul,Johar Baru,Jakarta Pusat,500,m,1,1
6,PHB Tanah Tinggi XII,Johar Baru,Jakarta Pusat,500,m,1,1
6,PHB Bala Dewa,Johar Baru,Jakarta Pusat,330,m,1,1
6,PHB Percetakan Negara II,Johar Baru,Jakarta Pusat,500,m,1,12
6,PHB Johar Baru V,Johar Baru,Jakarta Pusat,200,m,1,0.5
6,PHB Kampung Rawa,Johar Baru,Jakarta Pusat,700,m,1,12
6,Sungai Utan Kayu Jl Pengayoman,Cempaka Putih,Jakarta Pusat,600,m,1,0
6,Sungai Utan Kayu Jembatan Serong,Cempaka Putih,Jakarta Pusat,400,m,1,12
6,Kali / Sungai Utan Kayu Jembatan Serong - SLTP 137,Cempaka Putih,Jakarta Pusat,950,m,1,0
6,Kali / Sungai Utan Kayu SLTP 137 - Kebun Sayur,Cempaka Putih,Jakarta Pusat,1250,m,1,0
6,Kali / Sungai Utan Kayu Jembatan Kebun Sayur - Suprapto,Cempaka Putih,Jakarta Pusat,700,m,1,12
6,Kali / Sungai Utan Kayu Suprapto cempaka baru,Cempaka Putih,Jakarta Pusat,900,m,1,0
6,Kali / Sungai Utan Kayu Cempaka Baru - Kodam,Cempaka Putih,Jakarta Pusat,900,m,1,0
6,PHB Rawa Kebo,Cempaka Putih,Jakarta Pusat,1100,m,1,0
6,PHB Mardani,Cempaka Putih,Jakarta Pusat,860,m,1,12
6,PHB Cempaka Raya,Cempaka Putih,Jakarta Pusat,600,m,1,12
6,PHB Suprapto/Bpjs,Cempaka Putih,Jakarta Pusat,1570,m,1,0
6,PHB Yatof,Cempaka Putih,Jakarta Pusat,250,m,1,0.5
6,PHB Cempaka Putih Indah,Cempaka Putih,Jakarta Pusat,210,m,1,0.5
6,PHB Cempaka Putih Barat 25,Cempaka Putih,Jakarta Pusat,220,m,1,0.5
6,PHB Suprapto Bea Cukai,Cempaka Putih,Jakarta Pusat,680,m,1,0.5
6,PHB Rawa Kerbau,Cempaka Putih,Jakarta Pusat,550,m,1,12
6,PHB Ahmad Yani,Cempaka Putih,Jakarta Pusat,-,,1,12
6,Kali / Sungai Ciliwung Ruas Veteran,Gambir,Jakarta Pusat,2000,m,1,0.5
6,Kali / Sungai Ciliwung Ruas Pejambon,Gambir,Jakarta Pusat,1000,m,1,12
6,Kali / Sungai Ciliwung Ruas Belakang Kemenkeu,Gambir,Jakarta Pusat,1000,m,1,12
6,Kali / Sungai Ciliwung Ruas Pintu Istiqlal,Gambir,Jakarta Pusat,700,m,1,12
6,Kali / Sungai Ciliwung Ruas jl Perwira,Gambir,Jakarta Pusat,800,m,1,12
6,Kali / Sungai Cideng Ruas Siantar,Gambir,Jakarta Pusat,900,m,1,12
6,Kali / Sungai Cideng Ruas Zainul Arifin,Gambir,Jakarta Pusat,950,m,1,12
6,Kali / Sungai Cideng Ruas Holand Bakeri,Gambir,Jakarta Pusat,950,m,1,12
6,Kali / Sungai Cideng Ruas Tarakan,Gambir,Jakarta Pusat,800,m,1,12
6,Kali / Sungai Cideng Ruas Jembatan MCDonald's,Gambir,Jakarta Pusat,1000,m,1,1.5
6,Kali / Sungai Cideng Ruas Pasar Thomas,Gambir,Jakarta Pusat,600,m,1,12
6,Kali / Sungai Cideng Ruas Taman Jati Baru,Gambir,Jakarta Pusat,600,m,1,0
6,Kali / Sungai Krukut Ruas Majapahit,Gambir,Jakarta Pusat,800,m,1,12
6,Kali / Sungai Krukut Ruas Merlyn Park,Gambir,Jakarta Pusat,800,m,1,12
6,Kali / Sungai Krukut Ruas Pembangunan,Gambir,Jakarta Pusat,600,m,1,12
6,Kali / Sungai Krukut Ruas Ketapang,Gambir,Jakarta Pusat,800,m,1,12
6,Kali / Sungai Duri Ruas Tanjung Selor,Gambir,Jakarta Pusat,500,m,1,12
6,Kali / Sungai Duri Ruas Rel Roxy,Gambir,Jakarta Pusat,500,m,1,0.5
6,Kali / Sungai Duri Ruas Pangkalan Bajaj,Gambir,Jakarta Pusat,500,m,1,0.5
6,Kali / Sungai BKB Ruas Kolong Flyover Tomang,Gambir,Jakarta Pusat,1500,m,1,1
6,Kali / Sungai BKB Ruas Jeling,Gambir,Jakarta Pusat,1000,m,1,0
6,Kali / Sungai BKB Ruas Setia Kawan ujung,Gambir,Jakarta Pusat,1000,m,1,0
6,PHB Citarum,Gambir,Jakarta Pusat,500,m,1,0
6,PHB Sangaji,Gambir,Jakarta Pusat,800,m,1,0
6,PHB Kesehatan,Gambir,Jakarta Pusat,700,m,1,12
6,PHB Abdul Muis,Gambir,Jakarta Pusat,1000,m,1,0.5
6,PHB Petojo,Gambir,Jakarta Pusat,500,m,1,12
6,PHB Budi Kemulian,Gambir,Jakarta Pusat,500,m,1,0.5
6,Emplasment Pompa Cideng,Gambir,Jakarta Pusat,4,m³,1,0.5
6,Kali / Sungai BKB Ruas Jembatan Gantung,Gambir,Jakarta Pusat,600,m,1,0
6,Kali / Sungai Sentiong Timah s/d Jiung,Kemayoran,Jakarta Pusat,700,m,1,2
6,Kali / Sungai Sentiong Jiung s/d P2SC,Kemayoran,Jakarta Pusat,900,m,1,2
6,Kali / Sungai Sentiong P2SC s/d Marto,Kemayoran,Jakarta Pusat,100,m,1,8
6,Kali Utan Kayu Gardu PLN,Kemayoran,Jakarta Pusat,1000,m,1,4
6,Kali Item Pintu Air Honda Ke Pom Bensin,Kemayoran,Jakarta Pusat,650,m,1,3
6,Kali Item Pom Bensin s/d Pompa Dempet,Kemayoran,Jakarta Pusat,750,m,1,3
6,Kali Item Dempet s/d Saringan,Kemayoran,Jakarta Pusat,1000,m,1,6
6,Kali Hutan Kayu Ruko ITC,Kemayoran,Jakarta Pusat,500,m,1,2
6,PHB Serdang I ( Pasar ),Kemayoran,Jakarta Pusat,300,m,1,2
6,PHB Serdang II,Kemayoran,Jakarta Pusat,1000,m,1,2
6,PHB Irian,Kemayoran,Jakarta Pusat,300,m,1,0.5
6,PHB 54 SMK,Kemayoran,Jakarta Pusat,300,m,1,0.5
6,PHB Pasar Nangka,Kemayoran,Jakarta Pusat,700,m,1,0.5
6,PHB Serdang 7,Kemayoran,Jakarta Pusat,300,m,1,0.5
6,PHB Outlet 1 Kodam Sumur Batu,Kemayoran,Jakarta Pusat,300,m,1,1
6,PHB Outlet 2 Ruko ITC Cempaka Mas,Kemayoran,Jakarta Pusat,300,m,1,0
6,Saringan P2SC. UPK BADAN AIR,Kemayoran,Jakarta Pusat,,,1,4
6,Kali / Sungai Ciliwung Emplasement PA Manggarai/Ratu Harhari Kuningan,Menteng,Jakarta Pusat,-,,1,14
6,Kali / Sungai Ciliwung Lama Menteri Sosial / Kali Matraman,Menteng,Jakarta Pusat,1000,m,1,1
6,Kali / Sungai Ciliwung Lama RSCM - Raden Saleh / Kali Matraman,Menteng,Jakarta Pusat,1000,m,1,1
6,Kali / Sungai Pintu air ujung rel menteng tanggulang,Menteng,Jakarta Pusat,300,m,1,0
6,Kali / Sungai Keroncong Rel - Mangunsakoro,Menteng,Jakarta Pusat,700,m,1,0
6,Kali / Sungai Surabaya Ruas Bengkel - kios Barang Antik,Menteng,Jakarta Pusat,1000,m,1,1
6,Kali / Sungai Sumenep Jl Soemerejo Sumenep,Menteng,Jakarta Pusat,500,m,1,0
6,Kali / Sungai Gresik Ruas Pos Polisi - Koramil Menteng,Menteng,Jakarta Pusat,1000,m,1,0
6,PHB Probolinggo,Menteng,Jakarta Pusat,300,m,1,0
6,PHB Penataran,Menteng,Jakarta Pusat,300,m,1,0.5
6,PHB Ampium,Menteng,Jakarta Pusat,300,m,1,1
6,PHB Anyer,Menteng,Jakarta Pusat,400,m,1,12
6,PHB Kroncong,Menteng,Jakarta Pusat,100,m,1,0
6,Situ Lembang,Menteng,Jakarta Pusat,14.15,m²,1,0
6,PHB Cimandiri,Menteng,Jakarta Pusat,150,m,1,0
6,Saringan Sumenep. UPK BADAN AIR,Menteng,Jakarta Pusat,,,1,0
6,Kali / Sungai BKB Ciliwung Jembatan Jl Jendral Sudirman jembatan K.H Mas mansyur,Tanah Abang,Jakarta Pusat,1500,m,1,2
6,Kali / Sungai BKB Ciliwung Jembatan Jl.KH Mas Mansyur- Jembatan Merah PLN Jl.Tenaga Listrik,Tanah Abang,Jakarta Pusat,1000,m,1,0
6,kali / Sungai BKB Ciliwung Pintu Air karet,Tanah Abang,Jakarta Pusat,1000,m,1,0
6,kali / Sungai BKB Ciliwung Petamburan,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,kali / Sungai BKB Ciliwung Stasiun Tanah Abang,Tanah Abang,Jakarta Pusat,1000,m,1,0
6,Kali / Sungai Cideng BI,Tanah Abang,Jakarta Pusat,1000,m,1,2
6,Kali / Sungai Cideng kraton,Tanah Abang,Jakarta Pusat,1000,m,1,0.1
6,Kali / Sungai Cideng Kebon Kacang Gedung jaya,Tanah Abang,Jakarta Pusat,1000,m,1,0.1
6,Kali / Sungai Cideng DEPAG,Tanah Abang,Jakarta Pusat,1000,m,1,0.1
6,Kali / Sungai Gendong Grand Indonesia/Pintu Air Kebon Kacang-Waduk Melati,Tanah Abang,Jakarta Pusat,1000,m,1,3
6,Waduk Melati WM,Tanah Abang,Jakarta Pusat,6,ha,1,3
6,Kali / Sungai Krukut Atas Wisma sudirman,Tanah Abang,Jakarta Pusat,500,m,1,1
6,Kali / Sungai Krukut Atas Apt. Batavia jl mutiara,Tanah Abang,Jakarta Pusat,500,m,1,1
6,Kali / Sungai Krukut Atas karet Pasar Baru,Tanah Abang,Jakarta Pusat,500,m,1,0
6,Kali / Sungai Krukut Atas PAM Baru Jl. Pejompongan,Tanah Abang,Jakarta Pusat,500,m,1,1
6,Kali / Sungai Ciragil Jembatan Hotel Park Royal,Tanah Abang,Jakarta Pusat,2000,m,1,2
6,Kali / sungai Krukut Bawah Tenlist,Tanah Abang,Jakarta Pusat,1500,m,1,4.48
6,Kali / Sungai Krukut Bawah Sabeni,Tanah Abang,Jakarta Pusat,1500,m,1,12
6,Kali / Sungai Krukut Bawah Lontar Raya,Tanah Abang,Jakarta Pusat,1500,m,1,12
6,Kali / Sungai Krukut Bawah Pasar Tanah Abang,Tanah Abang,Jakarta Pusat,1500,m,1,12
6,kali / Sungai Grogol Senayan/Senayan City,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,kali / Sungai Grogol Senayan/Hotel Mulya,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,PHB Wisma Darmala jl. Jend Sudirman,Tanah Abang,Jakarta Pusat,700,m,1,0
6,PHB Abdul Jalil,Tanah Abang,Jakarta Pusat,12000,m,1,0
6,PHB Kampung Bali,Tanah Abang,Jakarta Pusat,2000,m,1,0
6,PHB Petamburan,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,PHB Danau Poso,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,PHB Fahrudin,Tanah Abang,Jakarta Pusat,900,m,1,0
6,PHB Jati Baru,Tanah Abang,Jakarta Pusat,1500,m,1,0
6,Kali / Sungai Ciliwung Gunung Sahari Jembatan Merah,Sawah Besar,Jakarta Pusat,600,m,1,12
6,Kali / Sungai Ciliwung Gunung Sahari Jl. Suratmo,Sawah Besar,Jakarta Pusat,1500,m,1,1
6,Kali / Sungai Anak Ciliwung Jl. Mangga Besar XIII,Sawah Besar,Jakarta Pusat,1000,m,1,12
6,Kali / Sungai Ciliwung Kota Pecenongan,Sawah Besar,Jakarta Pusat,300,m,1,12
6,Kali / Sungai Ciliwung Ps. Baru Yasbum,Sawah Besar,Jakarta Pusat,500,m,1,12
6,Kali / Sungai Ciliwung Jl. Antara - Pasar Baru Selatan Ps. Baru Jl. Antara,Sawah Besar,Jakarta Pusat,600,m,1,0.5
6,Kali / Sungai Ciliwung Kota Jl. Hayam Wuruk,Sawah Besar,Jakarta Pusat,300,m,1,0.5
6,Kali / Sungai Ciliwung Ps. Baru Golden Truly,Sawah Besar,Jakarta Pusat,400,m,1,0.5
6,Kali / Sungai Ciliwung Kota Jl. Ir. Juanda,Sawah Besar,Jakarta Pusat,300,m,1,0.5
6,Kali / Sungai Ciliwung Pangeran Jayakarta,Sawah Besar,Jakarta Pusat,600,m,1,12
6,PHB Rajawali Selatan,Sawah Besar,Jakarta Pusat,300,m,1,0
6,PHB Mangga Dua Abdad,Sawah Besar,Jakarta Pusat,400,m,1,0.5
6,PHB Mangga Dua Dalam,Sawah Besar,Jakarta Pusat,500,m,1,12
6,PHB Industri,Sawah Besar,Jakarta Pusat,200,m,1,0
6,PHB Panca Warna,Sawah Besar,Jakarta Pusat,500,m,1,0.5
6,PHB Dwi Warna,Sawah Besar,Jakarta Pusat,300,m,1,0.5
6,PHB Gunung Sahari 7A,Sawah Besar,Jakarta Pusat,200,m,1,0
6,PHB Kartini V,Sawah Besar,Jakarta Pusat,300,m,1,0.5
6,Kali Ciliwung Raden Saleh,Senen,Jakarta Pusat,1000,m,1,1
6,Kali Ciliwung Ruas Toko Gunung Agung/Kwitang,Senen,Jakarta Pusat,1000,m,1,0
6,Kali Ciliwung Ruas Kali Pasir,Senen,Jakarta Pusat,1000,m,1,1
6,Kali Sentiong samping BSI,Senen,Jakarta Pusat,1000,m,1,1.5
6,Kali Sentiong H. Murtado,Senen,Jakarta Pusat,1000,m,1,1
6,Kali / Sungai Sentiong - Paseban Timur,Senen,Jakarta Pusat,1500,m,1,1.5
6,Kali Lio,Senen,Jakarta Pusat,2000,m,1,1
6,PHB Kembang Pacar,Senen,Jakarta Pusat,2000,m,1,0.5
6,PHB Kembang Raya,Senen,Jakarta Pusat,2000,m,1,12
6,PHB Sedap Malam,Senen,Jakarta Pusat,2000,m,1,0.5
6,PHB Pal Putih,Senen,Jakarta Pusat,2000,m,1,0.5
6,PHB Pramuka,Senen,Jakarta Pusat,2000,m,1,0
6,PHB Perapatan Senen,Senen,Jakarta Pusat,2000,m,1,0
6,PHB Raden Saleh,Senen,Jakarta Pusat,2500,m,1,0.5
6,PHB Kwini,Senen,Jakarta Pusat,2000,m,1,0.5
6,PHB Wahidin,Senen,Jakarta Pusat,2000,m,1,0.5
6,PHB Kali Baru Timur,Senen,Jakarta Pusat,2000,m,1,0.5
6,Kali BKT Marunda Pintu Air Sekatan 1,Cilincing,Jakarta Utara,3500/70,,1,-
6,Kali BKT Marunda Pintu Air Sekatan 2,Cilincing,Jakarta Utara,1400/10,,1,8
6,Kali Cakung Drain Sekatan 1,Cilincing,Jakarta Utara,1100/10,,1,14
6,Kali Cakung Drain Sekatan 2,Cilincing,Jakarta Utara,1000/10,,1,-
6,Kali Muara Cakung Drain,Cilincing,Jakarta Utara,1000/10,,1,-
6,Kali Bangleo Kelurahan Kali Baru,Cilincing,Jakarta Utara,1000/10,,1,-
6,Kali Sengkang Kel. Kali Baru,Cilincing,Jakarta Utara,700/10,,1,-
6,Kali Sepatan,Cilincing,Jakarta Utara,3000/15,,1,-
6,Kali Gendong Ruas Rawa Malang,Cilincing,Jakarta Utara,2000/10,,1,-
6,Kali Gendong belakang TPU Budidarma,Cilincing,Jakarta Utara,2000/4,,1,-
6,Kali Gendong SDN 07,Cilincing,Jakarta Utara,1000/7,,1,-
6,Kali Gendong Pintu Air Bulak Cabe,Cilincing,Jakarta Utara,1000/10,,1,-
6,Kali Blencong Jl.Raya Cacing - Budi Darma,Cilincing,Jakarta Utara,700/15,,1,-
6,Kali Bangleo Jl.Baru Tanah Merdeka - Saringan Arah Laut,Cilincing,Jakarta Utara,1000/6,,1,-
6,Kali Cakung Lama Orchad,Cilincing,Jakarta Utara,700/6,,1,-
6,Kali Cakung Lama Griya Lestari,Cilincing,Jakarta Utara,800/7,,1,-
6,Kali Cakung Lama Bambuan,Cilincing,Jakarta Utara,1000/8,,1,-
6,PHB Jalan Baru Kel. Kali Baru,Cilincing,Jakarta Utara,1000/8,,1,-
6,PHB Tanah Merdeka,Cilincing,Jakarta Utara,2000/6,,1,-
6,PHB Gang Sate,Cilincing,Jakarta Utara,2000/10,,1,-
6,PHB Dewa Ruci,Cilincing,Jakarta Utara,1000/5,,1,-
6,PHB Akses Cilincing Raya/Dewa Kembar,Cilincing,Jakarta Utara,2000/15,,1,-
6,PHB Pos 5,Cilincing,Jakarta Utara,2000/5,,1,-
6,PHB Sungai Begog,Cilincing,Jakarta Utara,1000/4,,1,-
6,PHB Pedongkelan,Cilincing,Jakarta Utara,1000/4,,1,-
6,PHB Akses Marunda,Cilincing,Jakarta Utara,1,Ha,1,-
6,PHB KBN Bulog Aliran PT Komatsu,Cilincing,Jakarta Utara,1000/5,,1,-
6,PHB Depan KBN Bulog Akses Cacing Raya,Cilincing,Jakarta Utara,1000/5,,1,-
6,PHB Cacing Raya Aliran Sukapura,Cilincing,Jakarta Utara,1000/7,,1,-
6,PHB Gubuk Genteng,Cilincing,Jakarta Utara,1000/10,,1,-
6,PHB Yon Air,Cilincing,Jakarta Utara,1500/10,,1,-
6,PHB Progo,Cilincing,Jakarta Utara,1500/10,,1,-
6,PHB Armada Cakung Lama Kel. Sukapura,Cilincing,Jakarta Utara,1000/6,,1,-
6,PHB Betik,Cilincing,Jakarta Utara,1000/5,,1,-
6,PHB Pintu Dua Pegangsaan Kel. Sukapura,Cilincing,Jakarta Utara,2000/4,,1,-
6,Kali Srengseng Kampung Kurus Semper Barat,Cilincing,Jakarta Utara,700/8,,1,-
6,PHB Serengseng Gereja Tugu Kel. Semper Barat,Cilincing,Jakarta Utara,1000/6,,1,-
6,PHB Pintu Air KBN Terusan Ak Cacing Raya,Cilincing,Jakarta Utara,800/4,,1,-
6,PHB Kelurahan Cilincing,Cilincing,Jakarta Utara,1000/30,,1,-
6,PHB Serengseng Belakang Gereja HKI Akses Cacing Raya Kel. Semper Barat,Cilincing,Jakarta Utara,700/5,,1,-
6,PHB Green Garden,Cilincing,Jakarta Utara,700/4,,1,-
6,PHB Sungai Kendal,Cilincing,Jakarta Utara,700/3,,1,-
6,PHB Sarang Bango,Cilincing,Jakarta Utara,1000/3,,1,-
6,PHB Marunda Baru,Cilincing,Jakarta Utara,900/5,,1,-
6,PHB KBN Marunda,Cilincing,Jakarta Utara,1000/7,,1,-
6,PHB Regeh Marunda,Cilincing,Jakarta Utara,500/6,,1,-
6,PHB Bendungan Marunda,Cilincing,Jakarta Utara,1000/4,,1,-
6,PHB KBN Marunda Pos 5,Cilincing,Jakarta Utara,1000/5,,1,-
6,PHB H. Tomplek,Cilincing,Jakarta Utara,500/10,,1,-
6,PHB Karang Tengah,Cilincing,Jakarta Utara,1000/10,,1,-
6,PHB Babek TNI,Cilincing,Jakarta Utara,500/10,,1,-
6,PHB Bambu Kuning,Cilincing,Jakarta Utara,300/3,,1,-
6,PHB Danau Griya Lestari,Cilincing,Jakarta Utara,500/5,,1,-
6,PHB Kampung Kandang,Cilincing,Jakarta Utara,3500/70,,1,-
6,PHB Akses Marunda Semper Timur,Cilincing,Jakarta Utara,3000/32,,1,-
6,PHB Taruna Kel. Sukapura,Cilincing,Jakarta Utara,1000/3,,1,-
6,PHB Irigasi 1,Cilincing,Jakarta Utara,1000/2,,1,-
6,PHB Irigasi 2,Cilincing,Jakarta Utara,1000/2,,1,-
6,PHB Irigasi 3,Cilincing,Jakarta Utara,1000/2,,1,-
6,Kali BKT Marunda Muara Kali Poncol,Cilincing,Jakarta Utara,200/17,,1,-
6,PHB Kampung Rawa Malang Kel. Semper Timur,Cilincing,Jakarta Utara,500/3,,1,-
6,PHB Bea Cukai Kel. Sukapura,Cilincing,Jakarta Utara,500/4,,1,-
6,Kali Srengseng Jembatan SMP 231 Kel. Semper Barat,Cilincing,Jakarta Utara,500/8,,1,-
6,Kali Sepatan Akses Cacing Raya Kel. Rorotan,Cilincing,Jakarta Utara,700/15,,1,-
6,PHB Kebantenan,Cilincing,Jakarta Utara,600/3,,1,-
6,PHB Pure Dewaruci Kel. Semper Barat,Cilincing,Jakarta Utara,500/5,,1,-
6,PHB Gang Macan Kel. Kalibaru,Cilincing,Jakarta Utara,500/5,,1,-
6,PHB Gubug Genteng Kampung Kandang,Cilincing,Jakarta Utara,700/10,,1,-
6,PHB Gading Griya Lestari Kel. Sukapura,Cilincing,Jakarta Utara,500/4,,1,-
6,PHB Progo Belakang Rumah Sakit Dinas LH Kel. Semper Barat,Cilincing,Jakarta Utara,600/5,,1,-
6,PHB Jl Bakti V Kel. Cilincing,Cilincing,Jakarta Utara,500/3,,1,-
6,PHB Rorotan Kandang Sapi Kel. Rorotan,Cilincing,Jakarta Utara,700/4,,1,-
6,PHB Grandong Jl Bakti VI Samping Kantor Kel. Cilincing,Cilincing,Jakarta Utara,600/3,,1,-
6,Kali Gendong Rusun Cilincing,Cilincing,Jakarta Utara,500/10,,1,-
6,Kali Gendong Kampung Sawah,Cilincing,Jakarta Utara,1000/10,,1,-
6,PHB Cabang 4,Cilincing,Jakarta Utara,500/10,,1,-
6,PHB Armain,Cilincing,Jakarta Utara,500/3,,1,4
6,PHB Nagrak Rusun,Cilincing,Jakarta Utara,1000/6,,1,-
6,PHB Alwathoniyah Kel. Rorotan,Cilincing,Jakarta Utara,500/3,,1,-
6,PHB Karang Anyar,Cilincing,Jakarta Utara,2000/3.5,,1,-
6,PHB Samping SMP 200 Rorotan,Cilincing,Jakarta Utara,1000/3,,1,-
6,PHB Green Garden Samping Rusun Padat Karya,Cilincing,Jakarta Utara,800/3,,1,-
6,Waduk Kodamar,Kelapa Gading,Jakarta Utara,8,Ha,1,4
6,Kali Sunter MOI,Kelapa Gading,Jakarta Utara,1500/35,,1,2.5
6,Kali Sunter Depan Kodamar,Kelapa Gading,Jakarta Utara,1300/35,,1,4
6,Kali Sunter Pintu Air 8,Kelapa Gading,Jakarta Utara,900/35,,1,2
6,Kali Sunter Printis (Jembatan Goro),Kelapa Gading,Jakarta Utara,900/35,,1,-
6,Kali Sunter Lantamal,Kelapa Gading,Jakarta Utara,1000/35,,1,1.5
6,Kali Gading Kirana,Kelapa Gading,Jakarta Utara,900/10,,1,-
6,PHB Kirana Utara,Kelapa Gading,Jakarta Utara,1000/3,,1,-
6,PHB Mediterania,Kelapa Gading,Jakarta Utara,600/4,,1,1.5
6,PHB BGR (Pistol Silang),Kelapa Gading,Jakarta Utara,1200/5,,1,1
6,PHB Taman Pegangsaan II (TPI),Kelapa Gading,Jakarta Utara,1500/6,,1,-
6,PHB Perumahan ARCADIA,Kelapa Gading,Jakarta Utara,1500/4,,1,-
6,PHB Balai Samudera/Saringan,Kelapa Gading,Jakarta Utara,450/6,,1,-
6,PHB Grande Pintu 2,Kelapa Gading,Jakarta Utara,1000/3,,1,-
6,PHB Don Bosco,Kelapa Gading,Jakarta Utara,1000/3,,1,2
6,PHB Flay Over Kelapa Gading Depan TPI,Kelapa Gading,Jakarta Utara,200/5,,1,-
6,PHB Hyper Mart,Kelapa Gading,Jakarta Utara,450/6,,1,-
6,PHB Kelapa Lilin,Kelapa Gading,Jakarta Utara,350/3,,1,-
6,PHB Sunter Perintis Pospol,Kelapa Gading,Jakarta Utara,200/5,,1,-
6,PHB Sunter Perintis Saringan,Kelapa Gading,Jakarta Utara,250/5,,1,3
6,PHB Komplek Perumahan Gading Residence,Kelapa Gading,Jakarta Utara,400/3,,1,1
6,PHB Pos Pomal Kel. Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,800/4,,1,-
6,PHB Kali Betik RW 017. Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,600/4,,1,-
6,PHB RW 018 Aliran Kali Betik Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,400/4,,1,-
6,PHB Arcadia Kelapa Puan Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,600/6,,1,-
6,PHB Kelapa Puan RW 12 Perumahan Arcadia,Kelapa Gading,Jakarta Utara,450/4,,1,-
6,PHB Kali Gendong Bypass Depan Komplek,Kelapa Gading,Jakarta Utara,800/2,,1,-
6,PHB Warung Jengkol Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,1500/3,,1,-
6,Kali Sunter Perintis Pompa Ria Rio,Kelapa Gading,Jakarta Utara,750/35,,1,-
6,Kali Jembatan Mesjid Lantamal,Kelapa Gading,Jakarta Utara,751/35,,1,-
6,PHB Mawar Saron,Kelapa Gading,Jakarta Utara,500/8,,1,-
6,PHB Saringan IKIP,Kelapa Gading,Jakarta Utara,500/4,,1,-
6,PHB Depan Gereja Yakobus,Kelapa Gading,Jakarta Utara,500/4,,1,-
6,PHB Kepu Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,500/3,,1,-
6,PHB Pondok Gading Rw 16 Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,500/4,,1,-
6,PHB Janur Elok,Kelapa Gading,Jakarta Utara,500/5,,1,-
6,PHB Tarian Raya Perbatasan Antara Kel. Kelapa Gading Timur dan Pegangsaan Dua,Kelapa Gading,Jakarta Utara,1000/10,,1,2
6,PHB Asri Kel. Kelapa Gading Barat Kec. Kelapa Gading,Kelapa Gading,Jakarta Utara,700/5,,1,-
6,PHB Tarian Raya Gading Timur,Kelapa Gading,Jakarta Utara,150/3,,1,-
6,PHB Kali Gendong Artha Gading,Kelapa Gading,Jakarta Utara,500/4,,1,-
6,PHB Petukangan Lama,Kelapa Gading,Jakarta Utara,500/8,,1,-
6,PHB Harmoni,Kelapa Gading,Jakarta Utara,300/3,,1,-
6,PHB Boulevard Selatan,Kelapa Gading,Jakarta Utara,800/3,,1,-
6,PHB Fly Over Don Bosco,Kelapa Gading,Jakarta Utara,500/4,,1,-
6,PHB Kali Gendong Depan MOI Kel. Klp Gading Barat,Kelapa Gading,Jakarta Utara,800/2,,1,-
6,PHB Crossing Kali Item,Kelapa Gading,Jakarta Utara,150/5,,1,-
6,Saringan Sampah Pulomas,Kelapa Gading,Jakarta Utara,,,1,1.5
6,Saringan Sampah IKIP,Kelapa Gading,Jakarta Utara,,,1,12
6,Kali Sunter Jl.Yos Sudarso Artha Gading - Jembatan Plumpang,Koja,Jakarta Utara,1500/35,,1,0.5
6,Kali Betik Rawa Sengon Jembatan Pertamina,Koja,Jakarta Utara,1000/6,,1,0.25
6,Kali Sunter Jembatan Plumpang - Jembatan Baru,Koja,Jakarta Utara,1800/35,,1,12
6,Kali Sunter Jembatan Baru - Jembatan Jalan Deli,Koja,Jakarta Utara,1500/35,,1,-
6,Kali Betik Rawa Sengon Jembatan Besi,Koja,Jakarta Utara,1000/6,,1,0.25
6,Kali Betik Jembatan Besi - Pasar Tradisional,Koja,Jakarta Utara,1500/6,,1,0
6,Kali Lagoa Kanal - Pocis,Koja,Jakarta Utara,700/30,,1,-
6,Pompa Waduk Rawa Badak,Koja,Jakarta Utara,2,ha,1,6
6,Waduk Rawa Badak,Koja,Jakarta Utara,8,ha,1,12
6,PHB Bendungan Melayu,Koja,Jakarta Utara,600/6,,1,-
6,Kali Betik Villa Permata Gading Rw.04 Kel.Tugu Selatan,Koja,Jakarta Utara,1000/12,,1,0.25
