bulan, titik_lokasi , kecamatan , wilayah , panjang/luas ,satuan_panjang/luas,tanggal,volume_sampah_perhari(m3)
6,Kali Pademangan Timur SegNeg (Sunter Muara The Mainsion),Pademangan,Jakarta Utara,500/20,,12,-
6,Kali Jembatan Goyang ( Pademangan Timur Jl. Martadinata),Pademangan,Jakarta Utara,300/40,,12,-
6,Kali Sunter Griya Pademangan Timur,Pademangan,Jakarta Utara,1500/15,,12,2
6,Kali Penta Wira Pademangan Timur,Pademangan,Jakarta Utara,600/25,,12,0
6,Kali Penta Wira Pademangan Barat,Pademangan,Jakarta Utara,600/25,,12,2
6,Kali Bongkaran Pademangan Timur,Pademangan,Jakarta Utara,600/20,,12,2
6,Kali Karang Bolong 6 Vihara,Pademangan,Jakarta Utara,700/5,,12,-
6,Kali Anak Ciliwung (Krapu Ps. Ikan Ancol Barat),Pademangan,Jakarta Utara,2200/25,,12,-
6,Kali Ciliwung Gunung Sahari Rel Kereta Api,Pademangan,Jakarta Utara,300/20,,12,-
6,PHB Mangga Dua Sisi Selatan,Pademangan,Jakarta Utara,200/1,,12,-
6,Kali Gendong Hutan Kota,Pademangan,Jakarta Utara,800/4,,12,-
6,Waduk Hutan Kota,Pademangan,Jakarta Utara,800/4,,12,-
6,Kali Anak Ciliwung Krapu Jalan Tongkol Kali Ancol,Pademangan,Jakarta Utara,500/3,,12,-
6,Kali Anak Ciliwung Krapu Jembatan Kereta Kali Ancol,Pademangan,Jakarta Utara,400/2,,12,-
6,PHB Pademangan 3 Pasar,Pademangan,Jakarta Utara,200/2.5,,12,-
6,Kali Ciliwung Gunung Sahari Maspion,Pademangan,Jakarta Utara,200/20,,12,-
6,PHB Satria Pademangan RW.02,Pademangan,Jakarta Utara,300/3,,12,-
6,PHB Pademangan IX Telkom,Pademangan,Jakarta Utara,500/3,,12,1
6,PHB Pademangan Sejajar TOL,Pademangan,Jakarta Utara,250/2,,12,3
6,PHB Pademangan Timur,Pademangan,Jakarta Utara,200/2.5,,12,-
6,PHB Pademangan 5 (Sejajar Rel Kereta Api),Pademangan,Jakarta Utara,150/1,,12,1
6,PHB Pademangan A,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Pademangan B,Pademangan,Jakarta Utara,150/1,,12,0
6,PHB Pademangan C,Pademangan,Jakarta Utara,150/1,,12,1
6,PHB Mangga Dua Sisi Utara,Pademangan,Jakarta Utara,200/1,,12,-
6,PHB Ancol Barat 1,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Ancol Barat 6,Pademangan,Jakarta Utara,300/1,,12,-
6,PHB Karang Bolong,Pademangan,Jakarta Utara,900/1,,12,-
6,PHB Gunung Sahari AL,Pademangan,Jakarta Utara,400/1,,12,1
6,PHB Masjid Kampung Bandan,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Pospol Pademangan Barat,Pademangan,Jakarta Utara,400/2,,12,-
6,PHB Saringan Kali Gendong Kemayoran Pademangan Timur,Pademangan,Jakarta Utara,500/2,,12,1
6,PHB Gg. S Ampera RW 06 Pademangan Barat,Pademangan,Jakarta Utara,400/2,,12,0.5
6,PHB Damayanti Rw 08 Pademangan Barat,Pademangan,Jakarta Utara,400/2,,12,0.5
6,PHB Gang 9 Pospol Pademangan Timur,Pademangan,Jakarta Utara,400/2,,12,-
6,PHB Jl. Swadaya Raya Rw 010 Rt 007 Pademangan Barat,Pademangan,Jakarta Utara,500/2,,12,-
6,PHB Samping Pom Bensin Jl. Benyamin Sueb Pademangan Timur,Pademangan,Jakarta Utara,600/2,,12,-
6,PHB Wisma Atlet Jl. Benyamin Sueb Pademangan Timur,Pademangan,Jakarta Utara,400/2,,12,1
6,Kali Sunter Holiday Pademangan Timur,Pademangan,Jakarta Utara,500/20,,12,-
6,Kali PLTU Ancol Jl. Martadinata Pademangan Timur,Pademangan,Jakarta Utara,700/40,,12,-
6,PHB Rw 03 Pademangan Barat,Pademangan,Jakarta Utara,400/2,,12,0.5
6,PHB Rajawali Selatan RW 02 Pademangan Barat,Pademangan,Jakarta Utara,600/2,,12,1
6,PHB Gang Tawakal RW 12,Pademangan,Jakarta Utara,400/3,,12,1
6,PHB Gg. Santri RW.14 Pademangan Barat,Pademangan,Jakarta Utara,400/4,,12,1
6,PHB Pademangan 22,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Rw 04 Sejajar Rt 005 Pademangan Barat,Pademangan,Jakarta Utara,300/2,,12,0.5
6,PHB Nalo,Pademangan,Jakarta Utara,200/1,,12,-
6,PHB Gg. Kolor RW.10 Pademangan Barat,Pademangan,Jakarta Utara,300/2.5,,12,-
6,Kali Karang Bolong Nipon paint,Pademangan,Jakarta Utara,700/5,,12,-
6,PHB Parang Tritis,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Indofood Jalan Ancol Parang Tritis,Pademangan,Jakarta Utara,150/1,,12,-
6,PHB Gang Melati Rw 006 Rt 014,Pademangan,Jakarta Utara,300/3,,12,-
6,Kali PHB Taman Kota Kembangan Utara,Kembangan,Jakarta Barat,1500,m,12,-
6,Kali Cengkareng Drain Jln. Raya Basmol/Tanggul,Kembangan,Jakarta Barat,1000,m,12,3
6,Kali Cengkareng Drain (Depan Pasar Kemiri Jl. Kembangan Baru),Kembangan,Jakarta Barat,1500,m,12,-
6,Kali Angke Perumahan Permata Buana Kembangan Utara,Kembangan,Jakarta Barat,2000,m,12,1
6,Kali PHB Teratai (Stasiun Pompa) Kembangan Utara,Kembangan,Jakarta Barat,800,m,12,0
6,Kali PHB RW. 04 (Stasiun Pompa),Kembangan,Jakarta Barat,1000,m,12,3
6,PHB Bangkong Kembangan Utara,Kembangan,Jakarta Barat,600,m,12,-
6,Kali PHB Kampung Salo Kembangan Utara,Kembangan,Jakarta Barat,800,m,12,-
6,Kali Anak Angke Jl Kp. Salo Kembangan Utara,Kembangan,Jakarta Barat,900,m,12,0
6,Kali Anak Angke Perumahan Taman Kota Rt 01 Rw 04 Kembangan Utara,Kembangan,Jakarta Barat,700,m,12,-
6,Kali Anak Angke Kp Salo Perumahan Grand Garden Residence Kembangan Utara,Kembangan,Jakarta Barat,800,m,12,-
6,Kali PHB Perumahan Grend Garden JL Teratai Rt 07 Rw 04 Kembangan Utara,Kembangan,Jakarta Barat,800,m,12,12
6,Kali PHB Perumahan Grend Garden Jl Basmol Raya Rt 08 Rw 04 Kembangan Utara,Kembangan,Jakarta Barat,800,m,12,-
6,Kali Pesanggrahan (Jln. Kembangan Baru - Cengkareng Drain),Kembangan,Jakarta Barat,1500,m,12,0.5
6,Kali Pesanggrahan Perumahan Kembangan Baru,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali Pesanggrahan (Jln. H. Nabet - Metro TV),Kembangan,Jakarta Barat,1500,m,12,-
6,Kali Pesanggrahan (Jln Pejuangan Meruya Ilir),Kembangan,Jakarta Barat,1500,m,12,0.5
6,Kali Pesanggrahan Jl. Jomas Meruya Utara,Kembangan,Jakarta Barat,1300,m,12,-
6,Kali Pesanggrahan Jl.Pos Pengumben Samping Kebun Bibit,Kembangan,Jakarta Barat,600,m,12,-
6,Situ kebun bibit jl pospengumben lama srengseng,Kembangan,Jakarta Barat,0.9,H,12,-
6,Kali Pesanggrahan Jl Pos Pengumben Lama Srengseng,Kembangan,Jakarta Barat,1500,m,12,-
6,Kali Pesanggrahan Jl Raya Pospengumben Rt 06 Rw 03 Srengseng,Kembangan,Jakarta Barat,800,m,12,0.5
6,Kali Pesanggrahan Pos Pengumben Jl. H.Kelik,Kembangan,Jakarta Barat,600,m,12,-
6,Kali Pesanggrahan Pos Pengumben Jl.Meruya Ilir Raya,Kembangan,Jakarta Barat,700,m,12,12
6,Danau Hutan Kota Srengseng,Kembangan,Jakarta Barat,1.5,HA,12,0.5
6,PHB Jambu Rt 07 Rw 07 Srengseng,Kembangan,Jakarta Barat,500,m,12,-
6,PHB Qorriyah Toyyibah Srengseng,Kembangan,Jakarta Barat,500,m,12,-
6,PHB Komplek BPPT Srengseng,Kembangan,Jakarta Barat,600,m,12,0.5
6,PHB Pesanggrahan Jl. Meruya ilir,Kembangan,Jakarta Barat,600,m,12,12
6,Kali Sepak (Jln. Kembangan Raya),Kembangan,Jakarta Barat,1500,m,12,-
6,Kali Sepak (Perumahan Taman Permata Buana),Kembangan,Jakarta Barat,1000,m,12,0.5
6,Kali Sepak (Jln. Puri Kencana Indah),Kembangan,Jakarta Barat,1500,m,12,0
6,KalI PHB Selter Puri Indah,Kembangan,Jakarta Barat,1500,m,12,-
6,Kali PHB Salter Puri Indah Jl. Kembang Elok,Kembangan,Jakarta Barat,500,m,12,-
6,Kali PHB Kampung Bugis Kembangan Selatan,Kembangan,Jakarta Barat,800,m,12,-
6,Kali PHB Budi Murni Kembangan Selatan,Kembangan,Jakarta Barat,2000,m,12,12
6,Kali PHB (Depan Kantor Walikota),Kembangan,Jakarta Barat,2000,m,12,0.5
6,Kali PHB Komplek Taman Permata Buana,Kembangan,Jakarta Barat,1000,m,12,-
6,PHB RW 02 JL Raya Kembangan,Kembangan,Jakarta Barat,500,m,12,-
6,PHB Kompas Samping SDN 01 Kembangan Utara,Kembangan,Jakarta Barat,500,m,12,0.5
6,PHB Pondok Cabe JL KH.Hasyim,Kembangan,Jakarta Barat,400,m,12,-
6,Kali PHB Laberata Meruya Utara,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Permata Meruya,Kembangan,Jakarta Barat,600,m,12,12
6,PHB Dahlia JL Meruya utara,Kembangan,Jakarta Barat,600,m,12,12
6,PHB Kavling DKI Blok IV / VI Meruya Selatan,Kembangan,Jakarta Barat,600,m,12,-
6,PHB Lintas Kavling Tomang jl. H lebar Meruya Utara,Kembangan,Jakarta Barat,500,m,12,-
6,PHB Penyelesaian Tomang IV Meruya Utara,Kembangan,Jakarta Barat,400,m,12,-
6,PHB Selter Kantor Walikota Jakarta Barat,Kembangan,Jakarta Barat,800,m,12,-
6,Kali CNI (Belakang Kantor Walikota Jakarta Barat),Kembangan,Jakarta Barat,800,m,12,-
6,Kali PHB Taman Aries Meruya Utara,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Taman Aries (Jln. Aries Utama III),Kembangan,Jakarta Barat,1000,m,12,1
6,Kali PHB Taman Kebon Jeruk Komplek Intercon Serengseng,Kembangan,Jakarta Barat,2000,m,12,0.5
6,Kali PHB Dermaga Jemson Meruya Selatan,Kembangan,Jakarta Barat,1500,m,12,2
6,Kali PHB Perumahan Mega Kebon Jeruk,Kembangan,Jakarta Barat,1500,m,12,12
6,PHB Mercu Buana Jl H.Merin Meruya Selatan,Kembangan,Jakarta Barat,300,m,12,0.5
6,Kali PHB Perumahan Copilas Joglo,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Alfa Indah Joglo,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Alfa Indah Copilas Joglo,Kembangan,Jakarta Barat,700,m,12,12
6,PHB Hankam Joglo,Kembangan,Jakarta Barat,400,m,12,0.5
6,PHB Puri Beta Jl Strategi joglo,Kembangan,Jakarta Barat,600,m,12,-
6,Kali PHB Puribeta Joglo,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Komplek Intercon Joglo,Kembangan,Jakarta Barat,1500,m,12,-
6,Kali PHB Samping TPU Joglo,Kembangan,Jakarta Barat,1000,m,12,-
6,Kali PHB Komplek Intercon Serengseng,Kembangan,Jakarta Barat,1000,m,12,-
6,PHB Komplek Walikota Meruya Selatan,Kembangan,Jakarta Barat,300,m,12,0.5
6,PHB Depan Makam Gondang Meruya Selatan,Kembangan,Jakarta Barat,300,m,12,-
6,Kali Cantiga (Jln. H. Sarimun Kembangan Selatan),Kembangan,Jakarta Barat,1000,m,12,0.5
6,Kali Cantiga (Pinggir Tol Jakarta - Merak),Kembangan,Jakarta Barat,800,m,12,-
6,Kali Angke Bendungan Polor Kembangan Selatan,Kembangan,Jakarta Barat,2000,m,12,12
6,Kali Angke Puri Mension Kembangan Selatan,Kembangan,Jakarta Barat,1000,m,12,-
6,PHB Salter RingRoad Sisi Barat JL Lingkar Luar Barat Kembangan,Kembangan,Jakarta Barat,800,m,12,-
6,PHB Salter Sejajar RingRoad JL. Outer RingRoad Kembangan Selatan,Kembangan,Jakarta Barat,800,m,12,12
6,Kali Angke Kampung Pulo Jl H Japar Rt 05 Rw 01 Kembangan Selatan,Kembangan,Jakarta Barat,1000,m,12,-
6,Waduk Puri Mension Kembangan Selatan,Kembangan,Jakarta Barat,3,HA,12,12
6,Saringan Sampah. Cengkareng Drain,Kembangan,Jakarta Barat,,,12,0
6,Banjir Kanal Barat (Fly Over Tanah Abang - Fly Over Bongkaran Tanah Abang),Palmerah,Jakarta Barat,350,m,12,0
6,Waduk Pompa Bandung (Jl. Kota Bambu Utara),Palmerah,Jakarta Barat,2,Ha,12,7.12
6,Banjir Kanal Barat (Jembatan Gantung - Fly Over Tomang),Palmerah,Jakarta Barat,610,m,12,0
6,Banjir Kanal Barat (Fly Over Tanah Abang - Jembatan Jati Pulo),Palmerah,Jakarta Barat,600,m,12,12
6,Banjir Kanal Barat (Jembatan Jatipulo - Jembatan Gantung),Palmerah,Jakarta Barat,610,m,12,0
6,PHB KS TUBUN 1 (Depan Kantor Kelurahan Slipi),Palmerah,Jakarta Barat,900,m,12,2.24
6,PHB KS TUBUN 3 (Depan Sekolahan SMK Negeri Slipi),Palmerah,Jakarta Barat,950,m,12,4.48
6,Waduk Hankam 2 (Jl. Jalak),Palmerah,Jakarta Barat,0.0875,Ha,12,7.12
6,Kali Grogol (Hankam 2 - Saringan Atas),Palmerah,Jakarta Barat,755,m,12,0
6,Kali Grogol (Jembatan Pel bak - Saringan Atas),Palmerah,Jakarta Barat,400,m,12,0
6,PHB Jl. Beo (Komplek Hankam 2),Palmerah,Jakarta Barat,500,m,12,4.48
6,PHB Jl. Sulaeman,Palmerah,Jakarta Barat,400,m,12,4.48
6,Kali PHB Palmerah,Palmerah,Jakarta Barat,663,m,12,2.24
6,Kali PHB Kemanggisan Kober,Palmerah,Jakarta Barat,522,m,12,2.24
6,PHB Jl. Swadaya,Palmerah,Jakarta Barat,250,m,12,2.24
6,Kali Grogol (Hankam I - Hankam 2),Palmerah,Jakarta Barat,795,m,12,1
6,Kali Grogol (Jembatan Baru Hankam 1 - Jembatan Jl. Anggrek Neli Rosliana VII),Palmerah,Jakarta Barat,400,m,12,12
6,PHB Jalan Kebon Sayur,Palmerah,Jakarta Barat,600,m,12,9.36
6,Kali PHB Jalan Belibis,Palmerah,Jakarta Barat,650,m,12,0.2
6,Kali PHB RS Patria,Palmerah,Jakarta Barat,350,m,12,2.24
6,PHB Taman Catalya,Palmerah,Jakarta Barat,300,m,12,4.48
6,PHB Jl Binus,Palmerah,Jakarta Barat,700,m,12,2.24
6,Kali PHB Jln. Anggrek Neli Rosliana VII,Palmerah,Jakarta Barat,300,m,12,4.48
6,Kali Grogol (Saringan Golkar),Palmerah,Jakarta Barat,500,m,12,0
6,Kali PHB Jln. Arjuna,Palmerah,Jakarta Barat,250,m,12,2.24
6,Kali PHB Jln. Bima,Palmerah,Jakarta Barat,250,m,12,4.48
6,Kali Grogol (Pombensin - Hankam I),Palmerah,Jakarta Barat,745,m,12,0
6,Kali Grogol (Saringan Golkar - Pombensin),Palmerah,Jakarta Barat,925,m,12,0
6,Kali PHB Kemanggisan Utama,Palmerah,Jakarta Barat,650,m,12,4.48
6,Waduk Hankam 1 (Jl. Raya Hankam),Palmerah,Jakarta Barat,24,Ha,12,2.24
6,PHB Jl. Perum Migas,Palmerah,Jakarta Barat,750,m,12,4.48
6,PHB Jalan Anggrek Neli Murni,Palmerah,Jakarta Barat,1000,m,12,2.24
6,Perbatasan Tol Taman Anggrek,Palmerah,Jakarta Barat,250,m,12,0.4
6,Kali PHB ORI,Palmerah,Jakarta Barat,600,m,12,0.5
6,Kali PHB Belakang PT Djarum,Palmerah,Jakarta Barat,750,m,12,4.48
6,PHB Brigjen Katamso,Palmerah,Jakarta Barat,350,m,12,0.4
6,Kali PHB Jl. Semangka,Palmerah,Jakarta Barat,392,m,12,0.2
6,PHB Jl. Wijaya Kusuma,Palmerah,Jakarta Barat,250,m,12,1
6,PHB Belakang Pintu Air Rs Harapan Kita,Palmerah,Jakarta Barat,320,m,12,1
6,Kali PHB Kota Bambu Selatan,Palmerah,Jakarta Barat,1968,m,12,0.2
6,Kali PHB Jatipulo Kota Bambu Utara,Palmerah,Jakarta Barat,573,m,12,2
6,Titik Saringan Jatipulo,Palmerah,Jakarta Barat,31.5,m,12,1
6,Kali PHB Rumah Sakit Harapan Kita,Palmerah,Jakarta Barat,550,m,12,0.4
6,Saringan Sampah. PHB Jatipulo,Palmerah,Jakarta Barat,,,12,8
6,Saringan Sampah. Saringan Golkar,Palmerah,Jakarta Barat,,,12,-
6,Kali Sodetan Sekretaris (Pos Polisi Duri Kepa - Belakang Studio 5 Indosiar ),Kebon Jeruk,Jakarta Barat,310,m,12,2
6,Kali Sodetan Sekretaris ( Belakang Studio 5 Indosiar - Centro City ),Kebon Jeruk,Jakarta Barat,360,m,12,1
6,Kali Sodetan Sekretaris ( Centro City - Samping Rumah Pompa Air Taman Ratu ),Kebon Jeruk,Jakarta Barat,300,m,12,1
6,Kali Sodetan Sekretaris ( Samping Rumah Pompa Air Taman Ratu - Jembatan Kedoya Jln. Pesing Koneng - Jembatan Rel KAI ),Kebon Jeruk,Jakarta Barat,331,m,12,2
6,Kali Sodetan Sekretaris ( Jembatan Rel KAI - Jembatan Lampu Merah Pesing Jln. Da'an Mogot Raya ),Kebon Jeruk,Jakarta Barat,300,m,12,1
6,Stasiun Pompa Air Saluran PHB. Gang Macan ( Jln. Da'an Mogot Raya - Rumah Pompa Gang Macan ),Kebon Jeruk,Jakarta Barat,700,m,12,1
6,Saluran PHB. Da'an Mogot 1 Sisi Barat ( Jln. Da'an Mogot 1 - Jln. Da'an Mogot Raya ),Kebon Jeruk,Jakarta Barat,610,m,12,1
6,Saluran PHB. Da'an Mogot 1 Sisi Timur ( Jln.Da'an Mogot Raya - Depan Hotel Grogo In ),Kebon Jeruk,Jakarta Barat,610,m,12,1
6,Saluran PHB. Da'an Mogot 2 ( Jln. Da'an Mogot 2 - Centro City - Jln. Pesing Koneng ),Kebon Jeruk,Jakarta Barat,1070,m,12,1
6,Saluran PHB. Jln. Inspeksi Sekretaris (Pos Polisi Duri Kepa - SDN 07 Duri Kepa - Jln. Pesing Koneng ),Kebon Jeruk,Jakarta Barat,1070,m,12,1
6,Kali Sekretaris ( Perbatasan Jakarta Barat dan Jakarta Selatan Jln.Asyirot Raya -Jln.KPBD Kavling ),Kebon Jeruk,Jakarta Barat,1172,m,12,-
6,Kali Sekretaris ( Jln.KPBD Kavling - Jln.H.Muhayar - Jln. H.Soleh - TPU Sukabumi Selatan ),Kebon Jeruk,Jakarta Barat,1502,m,12,-
6,Kali Sekretaris ( Jln. TPU Sukabumi Selatan - Jln. Pos Pengumben - Jln. Panjang Qrisdorn ),Kebon Jeruk,Jakarta Barat,839,m,12,-
6,Kali Sekretaris ( Jln. Panjang Qrisdorn - Jln. Sasak Dua ),Kebon Jeruk,Jakarta Barat,627,m,12,-
6,Kali Sekretaris ( Jln. Sasak Dua - Jln. Anggrek Cakra ),Kebon Jeruk,Jakarta Barat,1000,m,12,-
6,Kali Sekretaris ( Jln. Anggrek Cakra - Jln. Musyawarah - Jln. Kebon Jeruk Raya - Jln. Mutiara Prima Kebon Jeruk ),Kebon Jeruk,Jakarta Barat,1320,m,12,1
6,Kali Sekretaris ( Jln. Mutiara Prima - Kebon Jeruk - SMK Wiyata Satya - Jln. Gilisampeng ),Kebon Jeruk,Jakarta Barat,610,m,12,1
6,Kali Sekretaris ( Jln. Gilisampeng - Depan Gereja Manungsong Sang Timur ),Kebon Jeruk,Jakarta Barat,350,m,12,1
6,Kali Sekretaris ( Depan Gereja Manungsong Sang Timur - Jln. Budi Raya ),Kebon Jeruk,Jakarta Barat,350,m,12,1
6,Kali Sekretaris ( Jln. Budi Raya - Jln. Arjuna Selatan ),Kebon Jeruk,Jakarta Barat,420,m,12,1
6,Kali Villa Kelapa Dua (Jln. Pos Pengumben Raya - Kali Pesanggrahan Samping Hutan Kota Srengseng - Saluran PHB. Wicaksana Jln. Pahlawan - Jln. Pos Pengumben Raya),Kebon Jeruk,Jakarta Barat,1359,m,12,-
6,Saluran PHB. Arjuna Selatan/Fly Over - Saluran PHB. Budi Raya ( Jln. Kemanggisan Utama - Jln. Budi Raya ),Kebon Jeruk,Jakarta Barat,500,m,12,-
6,Kali Saluran PHB. Kebon Jeruk Baru ( Jln. Kampung Rawa 2 - Jln. Arjuna Selatan ),Kebon Jeruk,Jakarta Barat,1247,m,12,-
6,Saluran PHB Perumahan Kodam (Studio Penta SCTV - Jln. Cempaka - Jln. Kampung Rawa 2 ) - (Saluran PHB SMP Negeri 127 (Lampu Merah Batusari - Gang Samudra - Depan Villa Kebon Jeruk),Kebon Jeruk,Jakarta Barat,1642,m,12,-
6,Saluran PHB. Sasak Dua ( Halte Busway Sasak 2 - SDN 04 Sukabumi Utara dan Saluran PHB. Casagoya ( Jln. Anggrek Cakra - Pos Rw 09 Gang Samudra ),Kebon Jeruk,Jakarta Barat,1120,m,12,-
6,PHB. RCTI ( Jln.Perjuangan - Studio RCTI ),Kebon Jeruk,Jakarta Barat,1060,m,12,-
6,PHB. Jeruk Manis ( Jln.Lapangan Bola - Studio MNC Group - Jln. Jeruk Manis ),Kebon Jeruk,Jakarta Barat,950,m,12,1
6,Kali Pesanggrahan ( Jln Pahlawan - Jln. Pos Pengumben Lama ),Kebon Jeruk,Jakarta Barat,2200,m,12,1
6,Kali Pesanggrahan ( Jln. Pos Pengumben Lama - Jln pos pengumben raya ),Kebon Jeruk,Jakarta Barat,200,m,12,1
6,Kali Pesanggrahan ( Jln. Pos Pengumben Raya - Jln. H. Kelik Hutan Kota Srengseng ),Kebon Jeruk,Jakarta Barat,1820,m,12,1
6,Kali Pesanggrahan (Jln. H. Kelik Hutan Kota Srengseng - Komplek Villa Arteri Kebon Jeruk ),Kebon Jeruk,Jakarta Barat,1200,m,12,2
6,Kali Pesanggrahan ( Komplek Villa Arteri Kebon Jeruk - Jln. Meruya Ilir Pengampuan ),Kebon Jeruk,Jakarta Barat,1350,m,12,2
6,Kali Pesanggrahan ( Pintu Air Kedoya Selatan - Metro TV - Jln. Puri Kembangan Raya ),Kebon Jeruk,Jakarta Barat,1300,m,12,-
6,Kali Pesanggrahan ( Perumahan Weslling Jln. Garden Raya - Pintu Air Kedoya Selatan ),Kebon Jeruk,Jakarta Barat,1300,m,12,-
6,PHB. Budi Murni ( SMA Budi Murni 2 Jln. Puri Kembangan - Jln. Pesanggrahan ),Kebon Jeruk,Jakarta Barat,821,m,12,-
6,Kali Saluran PHB.Komplek Green Garden (Jln. Bahagia- Jln. Green Garden),Kebon Jeruk,Jakarta Barat,2700,m,12,1
6,Kali Saluran PHB. Al Kamal (Masjid Al Kamal Jln. Kedoya Raya - Jln. Pilar Mas Utama dan Saluran PHB. Komplek Green Garden ),Kebon Jeruk,Jakarta Barat,1550,m,12,1
6,Kali Anak Pesanggrahan Pintu Air Kedoya Selatan ( Jln. Adhikarya - Perbatasan Kec. Kembangan dan Kec. Cengkareng ),Kebon Jeruk,Jakarta Barat,1360,m,12,1
6,Stasiun Pompa Air ( Saluran PHB. Kebon Raya dan Stasiun Mobile Pompa Air Saluran PHB,Kebon Jeruk,Jakarta Barat,1100,m,12,2
6,Stasiun Pompa Air ( Saluran PHB. Mangga Raya ),Kebon Jeruk,Jakarta Barat,1800,m,12,-
6,Stasiun Pompa Air Saluran PHB. Kedoya Utara ( SDN 09 Kedoya Utara - Stasiun Pompa Air),Kebon Jeruk,Jakarta Barat,815,m,12,-
6,PHB. Pisangan SDN 09 Kedoya Utara - SPBU Jln.Panjang Raya,Kebon Jeruk,Jakarta Barat,780,m,12,1
6,Stasiun Pompa Air Saluran PHB. Taman Ratu Dan Komplek Taman Ratu ( Depan Kantor Kelurahan Kedoya Utara - Jln. Ratu Teratai -Komplek Taman Ratu ),Kebon Jeruk,Jakarta Barat,1450,m,12,1
6,Saluran PHB. Cosmos Atas Dan Saluran Phb Cosmos Bawah ( Jln. Ratu Kamboja - Jln. Ratu Mawar - Stasiun Pompa Tamana Ratu ),Kebon Jeruk,Jakarta Barat,1800,m,12,1
6,Saluran PHB. Kedoya Utara ( Jln. Panjang Depan RS Graha - Jln. Kedoya Utara ),Kebon Jeruk,Jakarta Barat,1100,m,12,0
6,Saluran PHB. Angsana ( Jln. Taman Kedoya Baru - Jln. Angsana Raya - Masjid Al Kamal ),Kebon Jeruk,Jakarta Barat,1200,m,12,0
6,Saluran PHB. Bedek,Kebon Jeruk,Jakarta Barat,1750,m,12,1
6,PHB. Adhikarya Jln.Adhikarya Kedoya Selatan,Kebon Jeruk,Jakarta Barat,1102,m,12,0
6,Saluran PHB. Mangga 17,Kebon Jeruk,Jakarta Barat,1000,m,12,0
6,Saluran PHB. Mangga 18,Kebon Jeruk,Jakarta Barat,1200,m,12,1
6,Saluran PHB. Mangga 24,Kebon Jeruk,Jakarta Barat,1800,m,12,1
6,PHB Sawah Lio GG VI Kel. Jembatan 5,Tambora,Jakarta Barat,150,m,12,-
6,Kali Cibubur Krendang (Jln. Krendang Utara Kel. Krendang Kec. Tambora),Tambora,Jakarta Barat,850,m,12,3
6,PHB Sawah Lio GG VII Kel. Jembatan 5,Tambora,Jakarta Barat,250,m,12,0.5
6,PHB Krendang Timur Rw 2,Tambora,Jakarta Barat,200,m,12,-
6,PHB KH. Moh Mansyur,Tambora,Jakarta Barat,300,m,12,0.5
6,Emplacement Rumah Pompa Cibubur,Tambora,Jakarta Barat,200,m,12,-
6,Banjir Kanal Barat Seasons City (Jln. Inspeksi Kali Anyar-Jln. PTB Angke),Tambora,Jakarta Barat,2.5,m,12,42
6,BKB RPTRA Kalijodo,Tambora,Jakarta Barat,2500,m,12,8
6,PHB GG. 5 Jl. Duri Baru - Jln. Jembatan Besi VIII,Tambora,Jakarta Barat,100,m,12,-
6,PHB Kali Anyer III,Tambora,Jakarta Barat,200,m,12,-
6,Jln. Subur Baru ( GG. Ucung) - Jln. Krendang Barat (Kali Duri Pojok),Tambora,Jakarta Barat,1500,m,12,12
6,Kali Duri RPTRA Krendang Jln. Krendang Barat,Tambora,Jakarta Barat,500,m,12,12
6,PHB TSS,Tambora,Jakarta Barat,350,m,12,-
6,PHB Lembayung,Tambora,Jakarta Barat,150,m,12,-
6,PHB GG Subur,Tambora,Jakarta Barat,500,m,12,0.5
6,PHB Jln. Jembatan Besi Raya Rel Kereta Rw. 03,Tambora,Jakarta Barat,350,m,12,0.5
6,Kali Item Rusun Angke (Jln. Kebon Sayur - Jln. Prof DR. Latumenten),Tambora,Jakarta Barat,850,m,12,-
6,Kali Item Kompos Rw 4 Jln. Kebon Sayur Kel. Jembatan Besi,Tambora,Jakarta Barat,400,m,12,-
6,PHB Liberty,Tambora,Jakarta Barat,300,m,12,-
6,PHB Jembatan Besi Rw. 04 Jln. Kebon Sayur,Tambora,Jakarta Barat,200,m,12,-
6,PHB Puskesmas Jembatan Besi Rt4 Rw/4,Tambora,Jakarta Barat,100,m,12,-
6,PHB Angke Jaya,Tambora,Jakarta Barat,200,m,12,-
6,Kali Jelangkeng Jln. Penjagalan - Jl. Gedong Panjang - Putaran Utara Exit Tol,Tambora,Jakarta Barat,1000,m,12,1.5
6,PHB Tiang Bendera,Tambora,Jakarta Barat,150,m,12,0.5
6,PHB Gedong Panjang,Tambora,Jakarta Barat,500,m,12,0.5
6,PHB Jembatan Merah,Tambora,Jakarta Barat,250,m,12,12
